Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A novel approach for design and testing digital m-health applications,G. Andria; A. M. L. Lanzolla; G. Cavallo; G. Russo; F. Marinosci; R. Antonelli Incalzi; M. Benvenuto,"Department of Electrical and Information Engineering (line Polytechnic of Bari, Bari, Italy; Department of Electrical and Information Engineering (line Polytechnic of Bari, Bari, Italy; Fondazione San Raffaele Cittadella della Carità, Piazzale Cittadella della Carita, Taranto, Italy; Fondazione San Raffaele Cittadella della Carità, Piazzale Cittadella della Carita, Taranto, Italy; Fondazione San Raffaele Cittadella della Carità, Piazzale Cittadella della Carita, Taranto, Italy; Evolvo s.r.l, Roma; ISBEM-Istituto Scientifico Biomedico Euro Mediterraneo, Mesagne",2015 IEEE International Symposium on Medical Measurements and Applications (MeMeA) Proceedings,2-Jul-15,2015,,,440,444,"The management of age related diseases is one of the most discussed and controverted topic in Healthcare policy: cost-efficient solutions are needed to reduce the economic impact on welfare systems and to improve the quality of life of the patients. This is particularly true for chronic diseases, in which a simple, but continuous monitoring of suitable functional parameters able to evaluate the patient status would allow a consistent reduction of hospitalizations. In this paper we present the experience derived from a “Living Lab”, a novel model of participated innovation in which the end-user plays a crucial role. We co-designed, implemented and tested a m-health solution for remote monitoring of physiological parameters directly from chronic patients' house according to a clinical protocol defined by healthcare professionals. For this aim set of parameters such as Blood Pressure, Body Weight, Heart Rate, Pulse Oximetry was measured and, if needed, the answers to a questionnaire. The proposed system allows to reduce the hospitalization rate and to increase the empowerment of the patient in the self-management of his chronic health condition.",,978-1-4799-6477-2,10.1109/MeMeA.2015.7145244,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7145244,monitoring;physiological parameters;chronic disease;quality of life;e-Health,Diseases;Biomedical monitoring;Monitoring;Protocols;Economics;Technological innovation,,5,,17,IEEE,2-Jul-15,7-9 May 2015,7-9 May 2015,IEEE,IEEE Conferences
Developing a standard protocol for clinical data exchange and analysis,L. Xiao; Q. Wei,"Department of Computer Science, Hubei University of Technology, Wuhan, Hubei, China; Department of Computer Science, Hubei University of Technology, Wuhan, Hubei, China",2015 6th IEEE International Conference on Software Engineering and Service Science (ICSESS),30-Nov-15,2015,,,411,416,"Clinical data exchange across organisational boundary is essential but not straightforward, since it involves a diverse range of systems that maintain not just incompatible data formats but also their autonomy. This is barrier of substantial significance not only to improved care for individuals whereas data sharing is essential to clinical decisions, but also administrative strategies and resource allocation for an entire population whereas datasets need to be aggregated. The Hubei Provincial Department of Health recently launched an initiative of a province-wide data exchange standard. Under investigation by the authors, the standard will guide vendors to implement a set of hierarchical platforms at various administrative levels, and connect clinical information systems to them and join the data exchange network. In this paper, we will describe the data exchange requirements in the province, the design of a service paradigm and specification of Clinical Document Architecture (CDA), as well as governing protocols towards the goal. A case study on patients with hypertension, from detection, diagnosis, referral, treatment, onwards to follow-up will be used for illustration. The work contributes a semantic and functional data exchange model, and will further support data analysis to both clinical and administrative decision-making in this province.",2327-0594,978-1-4799-8353-7,10.1109/ICSESS.2015.7339086,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7339086,clinical data exchange;CDA;EHR;web service;administrative decision support;clinical decision support,Standards;Hospitals;Sociology;Statistics;Data models;Medical diagnostic imaging;Electronic medical records,,4,,14,IEEE,30-Nov-15,23-25 Sept. 2015,23-25 Sept. 2015,IEEE,IEEE Conferences
A framework for secured collaboration in mHealth,L. Widick; J. Talkington; G. Bajwa; R. Dantu,"Department of Computer Science and Engineering, University of North Texas, Denton, Texas; Department of Computer Science and Engineering, University of North Texas, Denton, Texas; Department of Computer Science and Engineering, University of North Texas, Denton, Texas; Department of Computer Science and Engineering, University of North Texas, Denton, Texas",2015 International Conference on Collaboration Technologies and Systems (CTS),20-Aug-15,2015,,,364,369,"We have designed a novel framework of services, protocols and technologies to ensure the secure collaboration in M2M networks, specifically in mobile health. The promise of mobile health to reform preventive self-care opens new doors for remote monitoring to improve health care communication. With cardiopulmonary resuscitation (CPR) as an example, we classify our M2M elements into services, roles, human-computer protocols and technologies through which we require trust, anonymity, scalability, and active detachment. We simulate a scenario in which a patient needs CPR and through the use of widely available technologies (such as a smartphone and secure web sockets) we demonstrate a technological collaboration that facilitates secure emergency mobile health services.",,978-1-4673-7648-8,10.1109/CTS.2015.7210450,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7210450,Cardiopulmonary resuscitation(CPR);mobile health;machine to machine(M2M);secure collaboration,Protocols;Servers;Collaboration;Computers;Medical services;Scalability;Mobile communication,,1,,13,IEEE,20-Aug-15,1-5 June 2015,1-5 June 2015,IEEE,IEEE Conferences
An intelligent multi-agent system architecture for enhancing self-management of type 2 diabetic patients,Z. Darabi; M. H. F. Zarandi; S. S. Solgi; I. B. Turksen,"Department of Industrial Engineering, Sharif University of Technology, Tehran, Iran; Department of Industrial Engineering, Amir-Kabir University of Technology, Iran; Department of Industrial Engineering, Amir-Kabir University of Technology, Tehran, Iran; Department of Mechanical and Industrial Engineering, University of Toronto, Toronto, Ontario, Canada",2015 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB),19-Oct-15,2015,,,1,8,"This paper presents a multi agent system which can help type 2 diabetic patients. Because of diabetes nature, medical care and lifestyle can both prevent the complications of this illness, so self-managing is very crucial for these patients. Therefore, each effective factor of controlling diabetes and increasing patients' knowledge including: suitable diet and monitoring blood glucose level, is assigned to be an agent which works independently whilst coordinates and cooperates with other agents. The proposed architecture of this multi agent system organizes all the various agents of this system in a way that not only each of them can accomplish their responsibility, but also they can have effective interaction with other agents. This designed system has the ability to develop a model that can be easily used by patients suffering from type 2 diabetes.",,978-1-4799-6926-5,10.1109/CIBCB.2015.7300273,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300273,Self-management;Diabetes;Health Care System;Multi Agent System;Empowerment;Agent-Based,Diabetes;Blood;Sugar;Monitoring;Diseases;Protocols,,4,,20,IEEE,19-Oct-15,12-15 Aug. 2015,12-15 Aug. 2015,IEEE,IEEE Conferences
Perspectives on M2M protocols,M. H. Elgazzar,"Aljizah, Egypt",2015 IEEE Seventh International Conference on Intelligent Computing and Information Systems (ICICIS),4-Feb-16,2015,,,501,505,"In the last years, the Machine-to-Machine (M2M) communications evolved as one of the major trends shaping the development of services in the future Internet. The use of M2M technologies is rapidly increasing in different fields such as Health Care, Automotive, Energy, Consumer Electronics, manufacturing, security and Banking. With that rapid increase different protocols had been developed for M2M communications and device management such as CoAP, MQTT and LwM2M. The objective of the paper is to provide synopsis of the different M2M protocols. The paper discusses the pros and cons of each of the protocols and identify their open problems. Up to our knowledge, it is the first study to provide such comparison between the different M2M protocol. The comparison is based on supported functions, network overhead, network reliability and security beside highlighting the different protocol architectures. The paper works as a start point for producing efficient M2M protocols.",,978-1-5090-1950-2,10.1109/IntelCIS.2015.7397267,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7397267,M2M;Machine to Machine;CoAP;OMA DM;MQTT;LwM2M;XMPP;CWMP,Protocols;IP networks;XML;Engines;Quality of service;Logic gates;Servers,,14,,23,IEEE,4-Feb-16,12-14 Dec. 2015,12-14 Dec. 2015,IEEE,IEEE Conferences
Acknowledged data transmissions in wireless sensor network with optimized sensor energy consumption,D. Tolar; M. Stork,"New Technologies - Research Centre, University of West Bohemia, Plzen, Czech Republic; Dept. Applied Electronics and Telecommunications, University of West Bohemia, Plzen, Czech Republic",2015 International Conference on Applied Electronics (AE),26-Oct-15,2015,,,263,266,"This paper describes communication method for use in a wireless sensor network, which focus on a bidirectional communication with prevention of data loss and minimization of a power consumption of the wireless sensor. The method described was successfully tested and verified on an existing installation of a wireless sensor network. The power consumption is a key parameter for a disposable, battery powered, wireless sensor with small dimensions. Small dimensions lead to a very limited amount of energy available for the sensor. Together with the requirement for a maximized life time of the sensor, an energy efficient data transmission algorithm is a key component, which significantly affects life time of the sensor. The sensor used for testing of the algorithm was disposable, hermetically sealed, battery powered, human body wireless temperature sensor, which should provide at least one year of operation with measurement period of sixty seconds. The impact of described algorithm on total sensor power consumption increases with lowering communication period. Sensors with extended functionality, which will focus on other different physiological signals are planned for development as part of the system in future. These sensors will produce higher amount of data and require data transfers with shorter periods. Therefore described power saving method is important. Intended area of use of the system is in hospitals, elderly care facilities, rehabilitation units, spas and even households.",1803-7232,978-8-0261-0386-8,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7301101,sensor;wireless;wireless sensor network;power consumption;health care,Servers;Wireless communication;Wireless sensor networks;Data communication;Batteries;Routing protocols;Power demand,,,,4,,26-Oct-15,8-9 Sept. 2015,8-9 Sept. 2015,IEEE,IEEE Conferences
Simulation-based methodology for improving the safety and efficacy of insulin therapy in critically ill patients,S. Holden; V. Lanka; H. Latimer; S. Popplewell; E. Ortiz; L. Farhy; S. Patek,University of Virginia; University of Virginia; University of Virginia; University of Virginia; University of Virginia; University of Virginia; University of Virginia,2015 Systems and Information Engineering Design Symposium,8-Jun-15,2015,,,261,266,"Critically ill patients often have hormonal stress responses due to trauma and intensive therapy. As a result, they spend an excessive amount of time with abnormally high blood glucose (BG) levels. Computerized protocols, such as the adaptive proportional feedback (APF) protocol, provide computer-directed insulin delivery to treat stress-induced hyperglycemia and its complications, while minimizing the risk of hypoglycemia. While better than paper-based protocols, computer-based protocols are sometimes insensitive to patients with rapidly decreasing BG levels. To improve the performance of APF insulin protocols, a simulation-based methodology was developed to optimize the protocol parameters. The simulated data was gathered by modeling the time-varying BG responses of in silico patients over time that correspond to a particular selection of APF protocol parameters. Analysis began with splitting the data into test and validation sets and identifying Pareto efficient parameters settings for both sets, which allowed for visualization of the tradeoffs between the time spent in hyper- and hypoglycemia. This yielded a Pareto frontier of potential APF parameters settings that translate to treatment options that improve upon current insulin therapy. The potential improvements can be vital in ensuring safe insulin therapy in clinical settings, and the overall methodology can be applied in a variety of healthcare situations.",,978-1-4799-1832-4,10.1109/SIEDS.2015.7116986,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7116986,Inpatient Glycemic Control;Pareto Efficiency;Process Control;Simulation Modeling,Protocols;Insulin;Training;Sociology;Statistics;Sugar,,1,,13,IEEE,8-Jun-15,24-24 April 2015,24-24 April 2015,IEEE,IEEE Conferences
Signal Quality Measures on Pulse Oximetry and Blood Pressure Signals Acquired from Self-Measurement in a Home Environment,J. Abd Sukor; M. S. Mohktar; S. J. Redmond; N. H. Lovell,"Graduate School of Biomedical Engineering, University of New South Wales, Sydney, Australia; Graduate School of Biomedical Engineering, University of New South Wales, Sydney, Australia; Graduate School of Biomedical Engineering, University of New South Wales, Sydney, Australia; Graduate School of Biomedical Engineering, University of New South Wales, Sydney, Australia",IEEE Journal of Biomedical and Health Informatics,20-May-17,2015,19,1,102,108,"Recently, decision support system (DSSs) have become more widely accepted as a support tool for use with telehealth systems, helping clinicians to summarize and digest what would otherwise be an unmanageable volume of data. One of the pillars of a home telehealth system is the performance of unsupervised physiological self-measurement by patients in their own homes. Such measurements are prone to error and noise artifact, often due to poor measurement technique and ignorance of the measurement and transduction principles at work. These errors can degrade the quality of the recorded signals and ultimately degrade the performance of the DSS system, which is aiding the clinician in their management of the patient. Developed algorithms for automated quality assessment for pulse oximetry and blood pressure (BP) signals were tested retrospectively with data acquired from a trial that recorded signals in a home environment. The trial involved four aged subjects who performed pulse oximetry and BP measurements by themselves at their home for ten days, three times per day. This trial was set up to mimic the unsupervised physiological self-measurement as in a telehealth system. A manually annotated “gold standard” (GS) was used as the reference against which the developed algorithms were evaluated after analyzing the recordings. The assessment of pulse oximetry signals shows 95% of good sections and 67% of noisy sections were correctly detected by the developed algorithm, and a Cohen's Kappa coefficient (κ) of 0.58 was obtained in 120 pooled signals. The BP measurement evaluation demonstrates that 75% of the actual noisy sections were correctly classified in 120 pooled signals, with 97% and 91% of the signals correctly identified as worthy of attempting systolic and/or diastolic pressure estimation, respectively, with a mean error and standard deviation of $2.53\pm 4.20$ mmHg and $1.46\pm 5.29$ mmHg when compared to a manually annotated GS. These results demonstrate the feasibility, and highlight the potential benefit, of incorporating automated signal quality assessment algorithms for pulse oximetry and BP recording within a DSS for telehealth patient management.",2168-2208,,10.1109/JBHI.2014.2361654,"University of Tun Hussein Onn Malaysia; University of Malaya, Malaysia; University of Malaya Research(grant numbers:RP009C-13AET); Graduate School of Biomedical Engineering; University of New South Wales, Australia; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6917002,Pulse Oximetry;Blood Pressure;signal quality;Blood pressure (BP);pulse oximetry;signal quality,Biomedical measurement;Noise;Pollution measurement;Pulse measurements;Classification algorithms;Estimation;Decision support systems,"Aged;Algorithms;Artifacts;Blood Pressure Determination;Ecosystem;Female;Geriatric Assessment;Humans;Male;Middle Aged;Oximetry;Quality Assurance, Health Care;Reproducibility of Results;Self Care;Sensitivity and Specificity;Telemedicine",19,,35,IEEE,7-Oct-14,Jan. 2015,,IEEE,IEEE Journals
Framework for workflow-driven Clinical Decision Support in oncology,A. Bucur; J. van Leeuwen; N. Graf,"Precision and Decentralized Diagnostics Philips Research Europe, Eindhoven, The Netherlands; Precision and Decentralized Diagnostics Philips Research Europe, Eindhoven, The Netherlands; Department of Pediatric Oncology and Hematology, Saarland University, Homburg, Germany",2015 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),17-Dec-15,2015,,,715,722,"Successful implementation of meaningful Clinical Decision Support (CDS) solutions in healthcare has the potential to reduce the knowledge gap between clinical research and practice, especially in a complex genetic disease such as cancer. While significant effort has been invested in the implementation of tools for CDS in the last few decades, their uptake in the clinic has been limited. The barriers to adoption have been extensively discussed in the literature. In oncology, current CDS solutions are not able to support the complex decisions required for stratification and personalized treatment of patients and to keep up with the high rate of change in therapeutic options and knowledge. We propose a CDS framework that facilitates the implementation of decision support that flexibly integrates a large variety of clinical models and can bring to the clinic comprehensive solutions leveraging the latest available knowledge. We include both literature-based models and models built within the p-medicine research project using the available comprehensive datasets from clinical trials and care. The solution is open to the biomedical community, enabling the reuse of existing models for third-party CDS implementations and for the development of new models, and supporting collaboration among modelers, CDS implementers, biomedical researchers and clinicians. To increase adoption and support the complexity of patient management along the care continuum, we also propose to support and leverage the clinical processes defined and adhered to by healthcare organizations. We design an architecture that extends the CDS framework with workflow modeling and execution functionality to leverage the existing clinical processes. The knowledge models are embedded in the workflow models and executed at the right time, when and where the recommendation is needed in the clinical process. Next to supporting the decisions, this solution supports by default the decision processes as well and exploits the knowledge embedded in those processes.",,978-1-4673-6799-8,10.1109/BIBM.2015.7359774,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7359774,Clinical Decision Support;clinical workflows;knowledge models;CDS adoption;oncology,Adaptation models;Context;Biological system modeling;Surgery,,1,,22,IEEE,17-Dec-15,9-12 Nov. 2015,9-12 Nov. 2015,IEEE,IEEE Conferences
Cloud computing and mobile devices based system for healthcare application,H. Jemal; Z. Kechaou; M. Ben Ayed; A. M. Alimi,"REGIM: Research Group on Intelligent Machines, National School of Engineers (ENIS), Sfax, Tunisia; REGIM: Research Group on Intelligent Machines, National School of Engineers (ENIS), Sfax, Tunisia; REGIM: Research Group on Intelligent Machines, National School of Engineers (ENIS), Sfax, Tunisia; REGIM: Research Group on Intelligent Machines, National School of Engineers (ENIS), Sfax, Tunisia",2015 IEEE International Symposium on Technology and Society (ISTAS),24-Mar-16,2015,,,1,5,"Nowadays the emergence of mobile devises and Cloud Computing can change the culture of healthcare from direct care services into Mobile Cloud computing (MCC) services. For that, the application targeted at mobile devices becoming copious with others systems in healthcare sector. Consequently, we assume that this technology have a potential effect in healthcare domain. MCC offers new kinds of services and facilities medical tasks. In this regard, we have tried to propose a new mobile medical web service system. The proposed system called Medical Mobile Cloud Multi Agent System (2MCMAS) is a hybrid system which integrates MCC and Multi Agent System in healthcare in order to make efficiency care.",2158-3412,978-1-4799-8283-7,10.1109/ISTAS.2015.7439407,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7439407,Mobile devises;Cloud Computing;Healthcare;Mobile Cloud Computing;Medical Mobile Cloud Multi Agent System;Multi Agent System,Cloud computing;Mobile communication;Computer architecture;Hospitals;Mobile handsets,,13,,19,IEEE,24-Mar-16,11-12 Nov. 2015,11-12 Nov. 2015,IEEE,IEEE Conferences
A temperature monitoring system incorporating an array of precision wireless thermometers,A. Javadpour; H. Memarzadeh-Tehran; F. Saghafi,"Faculty of New Sciences and Technologies, University of Tehran, Tehran, Iran; Faculty of New Sciences and Technologies, University of Tehran, Tehran, Iran; Faculty of New Sciences and Technologies, University of Tehran, Tehran, Iran",2015 International Conference on Smart Sensors and Application (ICSSA),12-Nov-15,2015,,,155,160,"This paper addresses the design and implementation of a real-time temperature monitoring system with applications in telemedicine. The system consists of a number of precision wireless thermometers which are conceived and realized to measure the patients' body temperature in hospitals and the intensive care units (ICUs). Each wireless thermometer incorporates an accurate semiconductor temperature sensor, a transceiver operating at 2.4 GHz and a microcontroller that controls the thermometer functionalities. An array of two thermometers are implemented and successfully evaluated in different scenarios, including free-space and in vivo tests. Also, an in-house developed computer software is used in order to visualize the measurements in addition to detecting rapid increase and alerting high body temperature. The agreement between the experimental data and reference temperature values is significant.",,978-1-4799-7364-4,10.1109/ICSSA.2015.7322529,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7322529,,Temperature measurement;Temperature sensors;Wireless sensor networks;Wireless communication;Monitoring;Protocols;Time measurement,,22,,17,IEEE,12-Nov-15,26-28 May 2015,26-28 May 2015,IEEE,IEEE Conferences
Multifunctional clinical decision support system based on clinical practice guidelines,G. I. Nazarenko; D. A. Sychev; E. B. Kleymenova; S. A. Payushik; A. I. Akhmetova; L. P. Yashina,"Institute for Modern Medical Technologies FRC RAS, Moscow, Russia; Russian Medical Academy of Postgraduate Education, Moscow, Russia; Medical Center of the Bank of Russia, Moscow, Russia; Medical Center of the Bank of Russia, Moscow, Russia; Medical Center of the Bank of Russia, Moscow, Russia; Medical Center of the Bank of Russia, Moscow, Russia",2015 International Conference on Biomedical Engineering and Computational Technologies (SIBIRCON),28-Dec-15,2015,,,72,75,"A multifunctional system for clinical decision support (SACRAL) is presented. The system supports the decisions based on recommendations from clinical practice guidelines and individual risk factors, generates reports, provides statistical data analysis, automatic generation of quality registry and audit which includes quality indicators. SACRAL is implemented in a general hospital, has 5 modules “Cardiology”, “Oncology”, “Neurology”, “Surgery” and “Preventive Medicine”), including 52 scenarios. Proposed concept of multifunctional clinical decision support system with automated register generation and clinical audit has proved its practical value for routine use in a general hospital. It can be used universally for various clinical domains and any clinical practice guidelines.",,978-1-4673-9111-5,10.1109/SIBIRCON.2015.7361854,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7361854,clinical decision support;clinical practice guidelines;knowledge representation;audit,Guidelines;Protocols;Hospitals;Registers;Knowledge representation;Safety,,,,14,IEEE,28-Dec-15,28-30 Oct. 2015,28-30 Oct. 2015,IEEE,IEEE Conferences
A web-based framework using a Model-View-Controller architecture for human motion analysis,J. Rosa; H. Silva; R. Matias,"School of Health Care of the Polytechnic Institute of Setúbal, Setúbal, Portugal; Universidade de Lisboa, Lisboa, Lisboa, PT; School of Health Care of the Polytechnic Institute of Setúbal, Setúbal, Portugal",2015 IEEE 4th Portuguese Meeting on Bioengineering (ENBENG),20-Apr-15,2015,,,1,2,"In a world with large technological advances and where technology takes a more and more essential place, the interaction between technology and health is increasingly present, particularly when one speaks of web technologies. The computerized clinical decision support systems (CDDS) are a good example of combination of web technology and health [1]. This work was part of a larger project that aimed to develop a tractable cloud-based open-source framework for human movement analysis and classification, using inverse kinematics from marker trajectories collected by means of a motion capture system. The main objective of the present work was to contribute to the development of a web-based framework for human motion analysis, throughout an interface designed under a Model-View-Controller (MVC) architecture [2]. The communication between the client and the server is based on the HyperText Transfer Protocol (HTTP) and the WebSocket standard. HTML5 is the base technology, which controls the overall layout of the front-end (user interface). Together with this technology we used Impress.js, which controls the style and layout of the web page. For a high-performance back-end, we used the Python programming language, which was responsible for the connection between the user interface and the tools of the OpenSim software (Scale and IK), as well as all the data processing. Usability and learnability assessment was assessed using the System Usability Scale [3]. The target audience for this study was chosen from two groups, which are representative of the potential end-user populations: a) Biomedical engineering students; b) Clinicians and students of physiotherapy. None of the groups had previous knowledge with the system, and before the experience, the individuals of the each groups had a 4 minutes explanation on the interface of the features and way of using. Preliminary results shown usability scores comprised between 74,2 and 84,4 respectively for groups a) and b), and learnability scores of 67,9 and 78,6 respectively for groups a) and b). With the proposed framework the users can simply upload the patient's clinical information, determine how the selected musculoskeletal model anthropometry should be modified so it best matches patients characteristics, and to what degree each model's segment (markers) should match the collected motion data during the inverse kinematics process. Finally a report is generated, where it is possible to observe a given variable, a group of variables compare, experimental and normative data, and also add comments, print, and save it in PDF. From SUS results we conclude that the interface was extremely useful, clear, and easy-to-use and learn for both groups. Also, the users are likely to recommend our framework to other.",,978-1-4799-8269-1,10.1109/ENBENG.2015.7088815,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7088815,Web framework;Human motion;Database,Usability;Biomedical engineering;Analytical models;Computer architecture;Decision support systems;Kinematics;Layout,,1,,,IEEE,20-Apr-15,26-28 Feb. 2015,26-28 Feb. 2015,IEEE,IEEE Conferences
Toward energy-efficient and trustworthy eHealth monitoring system,A. Sawand; S. Djahel; Z. Zhang; F. Naït-Abdesselam,"Paris Descartes University, France; University College Dublin, Dublin, IE; TELECOM Lille, France; Paris Descartes University, France",China Communications,10-Apr-15,2015,12,1,46,65,"The rapid technological convergence between Internet of Things (IoT), Wireless Body Area Networks (WBANs) and cloud computing has made e-healthcare emerge as a promising application domain, which has significant potential to improve the quality of medical care. In particular, patient-centric health monitoring plays a vital role in e-healthcare service, involving a set of important operations ranging from medical data collection and aggregation, data transmission and segregation, to data analytics. This survey paper firstly presents an architectural framework to describe the entire monitoring life cycle and highlight the essential service components. More detailed discussions are then devoted to {\em data collection} at patient side, which we argue that it serves as fundamental basis in achieving robust, efficient, and secure health monitoring. Subsequently, a profound discussion of the security threats targeting eHealth monitoring systems is presented, and the major limitations of the existing solutions are analyzed and extensively discussed. Finally, a set of design challenges is identified in order to achieve high quality and secure patient-centric monitoring schemes, along with some potential solutions.",1673-5447,,10.1109/CC.2015.7084383,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7084383,eHealthcare;wireless body area networks;cyber physical systems;mobile crowd sensing;security;privacy by design;trust,Monitoring;Medical services;Medical diagnostic imaging;Temperature sensors;Wireless sensor networks;Wireless communication,,59,,,,10-Apr-15,Jan. 2015,,IEEE,IEEE Magazines
Design development and implementation of wired Nurse calling system,C. Sharma; D. K. Gautam,"Research Scholar, INDIA; INDIA",2015 International Conference on Green Computing and Internet of Things (ICGCIoT),14-Jan-16,2015,,,1258,1262,"In recent decade, hospitals turns into smart hospitals by the advent of recently developed technologies around the world. The growth in technologies like networking and other provides a brighter future and open scenario to interconnect different equipment in the hospitals, which gives us a new field of research which is called nurse calling system. Also due to growth in the fields of communication which aids such facilities with the used to technology. And which indeed make feasible such type of systems in today's world. In a generalized methodology for implementing Nurse calling system make use of a trigger button facility attached to the patient's bed. When pressed by the patient, it alerts the center nurse station by giving out an audible tone or light flashes and requesting patient is severed accordingly by a nurse or other health care staff member. But in recent scenario nurse calling systems are improved and user friendly so they are in demand now. The proposed system is one step toward the remedy of such condition. Which enables the implementation of nurse calling system with more ease by the application of wired technology like RS-485, Modbus protocol, along with wireless technology of RF/ZigBee modules. This proposed nurse calling system is capable of operating large numbers of beds by means of RS-485 Protocols. So automatically controlling devices in a hospital is being feasible by such systems. This system is another step in technology by the technology for ease of a human being.",,978-1-4673-7910-6,10.1109/ICGCIoT.2015.7380657,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7380657,Nurse calling system (NCS);embedded system;protocols;RS-485;STM32;ARM Cortex M3;bed unit;nurse panel,Hospitals;Microcontrollers;Receivers;Protocols;Bluetooth;Security,,6,,16,IEEE,14-Jan-16,8-10 Oct. 2015,8-10 Oct. 2015,IEEE,IEEE Conferences
Architecture for centralizing healthcare services,D. Ferreira; T. Rocha; A. C. Brito,"Departamento de Engenharia e Gestão Industrial, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal; R&D Department, Fraunhofer Portugal Research Center for Assistive Information and Communication Solutions, Porto, Portugal; Departamento de Engenharia e Gestão Industrial, Faculdade de Engenharia da Universidade do Porto, Porto, Portugal",2015 10th Iberian Conference on Information Systems and Technologies (CISTI),30-Jul-15,2015,,,1,6,"Despite the technological advances, healthcare systems still face several issues. One of the most important is the lack of communication between systems or the communication process speed. If the information about a patient is not promptly shared in time between services, it may jeopardise the practicioner-pacient relationship. In a worse scenario, the system can even become a handicap and turn the Healthcare processes down into a state of total uselessness. A lot has been done in Portugal to enable the interconnection of external healthcare applications with the ones used in the National Health Service. In this article we present an architecture to facilitate this interconnection. Based on a REST architecture and HL7 communication standards, it connects two current solutions, one for melanoma and one for blood donors, with a central healthcare data repository of the National Healthcare Service.",2166-0727,978-9-8998-4345-5,10.1109/CISTI.2015.7170535,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7170535,HL7;REST;ROA;Healthcare Systems,Blood;Standards;Service-oriented architecture;Servers;Malignant tumors;Portals,,,,16,,30-Jul-15,17-20 June 2015,17-20 June 2015,IEEE,IEEE Conferences
An IoT-Aware Architecture for Smart Healthcare Systems,L. Catarinucci; D. de Donno; L. Mainetti; L. Palano; L. Patrono; M. L. Stefanizzi; L. Tarricone,"Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy; Dept. of Innovation Eng., Univ. of Salento, Lecce, Italy",IEEE Internet of Things Journal,18-Nov-15,2015,2,6,515,526,"Over the last few years, the convincing forward steps in the development of Internet of Things (IoT)-enabling solutions are spurring the advent of novel and fascinating applications. Among others, mainly radio frequency identification (RFID), wireless sensor network (WSN), and smart mobile technologies are leading this evolutionary trend. In the wake of this tendency, this paper proposes a novel, IoT-aware, smart architecture for automatic monitoring and tracking of patients, personnel, and biomedical devices within hospitals and nursing institutes. Staying true to the IoT vision, we propose a smart hospital system (SHS), which relies on different, yet complementary, technologies, specifically RFID, WSN, and smart mobile, interoperating with each other through a Constrained Application Protocol (CoAP)/IPv6 over low-power wireless personal area network (6LoWPAN)/representational state transfer (REST) network infrastructure. The SHS is able to collect, in real time, both environmental conditions and patients’ physiological parameters via an ultra-low-power hybrid sensing network (HSN) composed of 6LoWPAN nodes integrating UHF RFID functionalities. Sensed data are delivered to a control center where an advanced monitoring application (MA) makes them easily accessible by both local and remote users via a REST web service. The simple proof of concept implemented to validate the proposed SHS has highlighted a number of key capabilities and aspects of novelty, which represent a significant step forward compared to the actual state of the art.",2327-4662,,10.1109/JIOT.2015.2417684,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7070665,RFID;WSN;healthcare;Constrained Application Protocol (CoAP);healthcare;hybrid networks;radio frequency identification (RFID);representational state transfer (REST);6LoWPAN;smart environment;wireless sensor network (WSN),Radiofrequency identification;Wireless sensor networks;Monitoring;Hospitals;Computer architecture,,965,,26,IEEE,27-Mar-15,Dec. 2015,,IEEE,IEEE Journals
